phi,r,z
2.250205,2.523220,1.159092
2.252706,2.523756,1.157965
2.255206,2.524294,1.156833
2.257705,2.524834,1.155695
2.260204,2.525375,1.154553
2.262701,2.525918,1.153405
2.265198,2.526462,1.152251
2.267693,2.527008,1.151093
2.270188,2.527556,1.149929
2.272681,2.528105,1.148760
2.275174,2.528656,1.147586
2.277666,2.529209,1.146406
2.280156,2.529763,1.145221
2.282646,2.530319,1.144031
2.285135,2.530876,1.142836
2.287623,2.531435,1.141635
2.290109,2.531995,1.140429
2.292595,2.532557,1.139218
2.295080,2.533121,1.138002
2.297564,2.533686,1.136781
2.300046,2.534252,1.135554
2.302528,2.534820,1.134322
2.305009,2.535390,1.133085
2.307489,2.535961,1.131843
2.309968,2.536533,1.130596
2.312446,2.537107,1.129344
2.314922,2.537683,1.128086
2.317398,2.538260,1.126823
2.319873,2.538838,1.125555
2.322347,2.539418,1.124282
2.324820,2.539999,1.123004
2.327291,2.540581,1.121720
2.329762,2.541165,1.120432
2.332232,2.541750,1.119138
2.334701,2.542337,1.117840
2.337168,2.542925,1.116536
2.339635,2.543514,1.115227
2.342101,2.544105,1.113913
2.344565,2.544697,1.112594
2.347029,2.545291,1.111270
2.349492,2.545885,1.109940
2.351953,2.546481,1.108606
2.354414,2.547079,1.107267
2.356873,2.547677,1.105922
2.359332,2.548277,1.104573
2.361789,2.548878,1.103218
2.364246,2.549480,1.101859
2.366701,2.550084,1.100494
2.369155,2.550689,1.099125
2.371609,2.551295,1.097750
2.374061,2.551902,1.096371
2.376512,2.552511,1.094986
2.378962,2.553120,1.093596
2.381411,2.553731,1.092202
2.383859,2.554343,1.090802
2.386306,2.554957,1.089398
2.388752,2.555571,1.087988
2.391197,2.556186,1.086574
2.393641,2.556803,1.085155
2.396084,2.557421,1.083730
2.398526,2.558040,1.082301
2.400966,2.558660,1.080867
2.403406,2.559281,1.079428
2.405845,2.559903,1.077984
2.408282,2.560526,1.076535
2.410719,2.561150,1.075081
2.413154,2.561776,1.073622
2.415588,2.562402,1.072159
2.418022,2.563029,1.070690
2.420454,2.563658,1.069217
2.422885,2.564287,1.067739
2.425315,2.564918,1.066256
2.427744,2.565549,1.064768
2.430172,2.566182,1.063275
2.432599,2.566815,1.061777
2.435025,2.567449,1.060275
2.437449,2.568084,1.058768
2.439873,2.568721,1.057256
2.442296,2.569358,1.055739
2.444717,2.569996,1.054217
2.447138,2.570635,1.052691
2.449557,2.571275,1.051159
2.451975,2.571915,1.049623
2.454392,2.572557,1.048083
2.456809,2.573199,1.046537
2.459224,2.573843,1.044987
2.461638,2.574487,1.043432
2.464051,2.575132,1.041872
2.466462,2.575778,1.040307
2.468873,2.576424,1.038738
2.471283,2.577072,1.037164
2.473691,2.577720,1.035585
2.476099,2.578369,1.034002
2.478505,2.579018,1.032414
2.480911,2.579669,1.030821
2.483315,2.580320,1.029224
2.485718,2.580972,1.027622
2.488120,2.581625,1.026015
2.490521,2.582278,1.024403
2.492921,2.582932,1.022787
2.495320,2.583587,1.021167
2.497718,2.584243,1.019541
2.500114,2.584899,1.017911
2.502510,2.585556,1.016277
2.504904,2.586213,1.014638
2.507298,2.586871,1.012994
2.509690,2.587530,1.011346
2.512081,2.588190,1.009693
2.514471,2.588850,1.008035
2.516861,2.589510,1.006373
2.519248,2.590171,1.004706
2.521635,2.590833,1.003035
2.524021,2.591496,1.001359
2.526406,2.592158,0.999679
2.528789,2.592822,0.997994
2.531172,2.593486,0.996305
2.533553,2.594150,0.994611
2.535934,2.594815,0.992913
2.538313,2.595481,0.991210
2.540691,2.596147,0.989502
2.543068,2.596813,0.987791
2.545444,2.597480,0.986074
2.547819,2.598148,0.984353
2.550193,2.598816,0.982628
2.552566,2.599484,0.980899
2.554938,2.600153,0.979165
2.557308,2.600822,0.977426
2.559678,2.601492,0.975683
2.562046,2.602162,0.973936
2.564413,2.602832,0.972184
2.566779,2.603503,0.970428
2.569145,2.604174,0.968667
2.571509,2.604846,0.966902
2.573872,2.605518,0.965133
2.576233,2.606190,0.963359
2.578594,2.606862,0.961581
2.580954,2.607535,0.959799
2.583313,2.608208,0.958012
2.585670,2.608882,0.956221
2.588027,2.609555,0.954426
2.590382,2.610229,0.952626
2.592736,2.610904,0.950822
2.595089,2.611578,0.949014
2.597442,2.612253,0.947201
2.599793,2.612928,0.945385
2.602143,2.613603,0.943564
2.604492,2.614279,0.941738
2.606839,2.614954,0.939909
2.609186,2.615630,0.938075
2.611532,2.616306,0.936237
2.613876,2.616982,0.934394
2.616220,2.617659,0.932548
2.618562,2.618335,0.930697
2.620903,2.619012,0.928842
2.623244,2.619689,0.926983
2.625583,2.620366,0.925120
2.627921,2.621043,0.923252
2.630258,2.621720,0.921381
2.632594,2.622397,0.919505
2.634929,2.623074,0.917625
2.637263,2.623752,0.915741
2.639595,2.624429,0.913853
2.641927,2.625106,0.911960
2.644258,2.625784,0.910064
2.646587,2.626461,0.908163
2.648916,2.627139,0.906259
2.651243,2.627817,0.904350
2.653569,2.628494,0.902437
2.655895,2.629172,0.900521
2.658219,2.629849,0.898600
2.660542,2.630527,0.896675
2.662864,2.631204,0.894746
2.665185,2.631881,0.892813
2.667505,2.632559,0.890876
2.669824,2.633236,0.888935
2.672142,2.633913,0.886990
2.674459,2.634590,0.885041
2.676774,2.635267,0.883088
2.679089,2.635944,0.881131
2.681403,2.636621,0.879170
2.683715,2.637297,0.877205
2.686027,2.637974,0.875236
2.688337,2.638650,0.873263
2.690647,2.639326,0.871286
2.692955,2.640002,0.869306
2.695262,2.640678,0.867321
2.697569,2.641354,0.865333
2.699874,2.642029,0.863340
2.702178,2.642704,0.861344
2.704481,2.643379,0.859344
2.706783,2.644054,0.857340
2.709084,2.644728,0.855332
2.711384,2.645403,0.853321
2.713683,2.646077,0.851305
2.715981,2.646750,0.849286
2.718278,2.647424,0.847263
2.720574,2.648097,0.845236
2.722869,2.648770,0.843205
2.725162,2.649442,0.841170
2.727455,2.650115,0.839132
2.729747,2.650786,0.837090
2.732037,2.651458,0.835044
2.734327,2.652129,0.832995
2.736616,2.652800,0.830941
2.738903,2.653470,0.828884
2.741190,2.654140,0.826823
2.743476,2.654810,0.824759
2.745760,2.655479,0.822691
2.748044,2.656148,0.820619
2.750326,2.656817,0.818543
2.752608,2.657485,0.816464
2.754888,2.658153,0.814381
2.757168,2.658820,0.812295
2.759446,2.659486,0.810205
2.761724,2.660153,0.808111
2.764000,2.660818,0.806013
2.766275,2.661484,0.803912
2.768550,2.662149,0.801808
2.770823,2.662813,0.799699
2.773096,2.663477,0.797587
2.775367,2.664140,0.795472
2.777637,2.664803,0.793353
2.779907,2.665465,0.791230
2.782175,2.666127,0.789104
2.784443,2.666788,0.786975
2.786709,2.667448,0.784842
2.788975,2.668108,0.782705
2.791239,2.668768,0.780565
2.793503,2.669426,0.778421
2.795765,2.670085,0.776274
2.798027,2.670742,0.774123
2.800287,2.671399,0.771969
2.802547,2.672055,0.769812
2.804805,2.672711,0.767651
2.807063,2.673366,0.765486
2.809319,2.674021,0.763318
2.811575,2.674674,0.761147
2.813830,2.675327,0.758972
2.816083,2.675980,0.756794
2.818336,2.676631,0.754613
2.820588,2.677282,0.752428
2.822838,2.677933,0.750240
2.825088,2.678582,0.748048
2.827337,2.679231,0.745853
2.829585,2.679879,0.743655
2.831832,2.680526,0.741454
2.834078,2.681173,0.739249
2.836323,2.681819,0.737040
2.838567,2.682464,0.734829
2.840810,2.683108,0.732614
2.843052,2.683751,0.730396
2.845294,2.684394,0.728175
2.847534,2.685036,0.725950
2.849773,2.685677,0.723722
2.852012,2.686317,0.721491
2.854249,2.686957,0.719257
2.856486,2.687595,0.717020
2.858721,2.688233,0.714779
2.860956,2.688870,0.712535
2.863190,2.689506,0.710288
2.865422,2.690141,0.708038
2.867654,2.690775,0.705784
2.869885,2.691408,0.703528
2.872115,2.692041,0.701268
2.874344,2.692672,0.699005
2.876573,2.693303,0.696739
2.878800,2.693933,0.694470
2.881026,2.694561,0.692198
2.883252,2.695189,0.689923
2.885476,2.695816,0.687644
2.887700,2.696442,0.685363
2.889923,2.697067,0.683078
2.892144,2.697691,0.680791
2.894365,2.698314,0.678500
2.896585,2.698936,0.676207
2.898804,2.699557,0.673910
2.901023,2.700177,0.671611
2.903240,2.700796,0.669308
2.905456,2.701414,0.667002
2.907672,2.702031,0.664694
2.909887,2.702647,0.662382
2.912100,2.703262,0.660068
2.914313,2.703875,0.657750
2.916525,2.704488,0.655430
2.918736,2.705100,0.653107
2.920947,2.705710,0.650780
2.923156,2.706320,0.648451
2.925365,2.706928,0.646119
2.927572,2.707535,0.643784
2.929779,2.708142,0.641447
2.931985,2.708747,0.639106
2.934190,2.709351,0.636763
2.936394,2.709953,0.634416
2.938598,2.710555,0.632067
2.940800,2.711156,0.629715
2.943002,2.711755,0.627360
2.945202,2.712353,0.625003
2.947402,2.712950,0.622643
2.949601,2.713546,0.620279
2.951800,2.714141,0.617914
2.953997,2.714734,0.615545
2.956194,2.715327,0.613174
2.958389,2.715918,0.610799
2.960584,2.716508,0.608423
2.962778,2.717096,0.606043
2.964972,2.717684,0.603661
2.967164,2.718270,0.601276
2.969356,2.718855,0.598888
2.971546,2.719439,0.596498
2.973736,2.720021,0.594105
2.975925,2.720602,0.591709
2.978114,2.721182,0.589311
2.980301,2.721761,0.586910
2.982488,2.722338,0.584507
2.984674,2.722914,0.582101
2.986859,2.723489,0.579692
2.989043,2.724062,0.577281
2.991227,2.724635,0.574867
2.993409,2.725205,0.572451
2.995591,2.725775,0.570032
2.997772,2.726343,0.567610
2.999952,2.726910,0.565186
3.002132,2.727475,0.562760
3.004311,2.728040,0.560331
3.006489,2.728602,0.557899
3.008666,2.729164,0.555465
3.010842,2.729724,0.553029
3.013018,2.730282,0.550590
3.015192,2.730840,0.548149
3.017367,2.731395,0.545705
3.019540,2.731950,0.543259
3.021712,2.732503,0.540810
3.023884,2.733055,0.538359
3.026055,2.733605,0.535906
3.028225,2.734154,0.533450
3.030395,2.734701,0.530991
3.032563,2.735247,0.528531
3.034731,2.735791,0.526068
3.036899,2.736334,0.523603
3.039065,2.736876,0.521135
3.041231,2.737416,0.518665
3.043396,2.737955,0.516193
3.045560,2.738492,0.513718
3.047724,2.739028,0.511241
3.049886,2.739562,0.508762
3.052049,2.740095,0.506281
3.054210,2.740626,0.503797
3.056371,2.741155,0.501311
3.058530,2.741684,0.498823
3.060690,2.742210,0.496333
3.062848,2.742735,0.493841
3.065006,2.743259,0.491346
3.067163,2.743781,0.488849
3.069319,2.744302,0.486350
3.071475,2.744821,0.483849
3.073630,2.745338,0.481345
3.075784,2.745854,0.478840
3.077937,2.746368,0.476332
3.080090,2.746881,0.473822
3.082242,2.747392,0.471310
3.084394,2.747902,0.468796
3.086545,2.748410,0.466280
3.088695,2.748916,0.463762
3.090844,2.749421,0.461242
3.092993,2.749924,0.458719
3.095141,2.750426,0.456195
3.097288,2.750926,0.453669
3.099435,2.751424,0.451140
3.101581,2.751921,0.448610
3.103726,2.752416,0.446077
3.105871,2.752909,0.443543
3.108015,2.753401,0.441007
3.110158,2.753891,0.438468
3.112301,2.754380,0.435928
3.114443,2.754867,0.433386
3.116584,2.755352,0.430842
3.118725,2.755835,0.428295
3.120865,2.756317,0.425747
3.123005,2.756797,0.423198
3.125144,2.757276,0.420646
3.127282,2.757753,0.418092
3.129419,2.758228,0.415537
3.131556,2.758701,0.412979
3.133693,2.759173,0.410420
3.135828,2.759643,0.407859
3.137963,2.760111,0.405296
3.140098,2.760578,0.402731
3.142232,2.761043,0.400165
3.144365,2.761506,0.397597
3.146498,2.761967,0.395027
3.148630,2.762427,0.392455
3.150761,2.762885,0.389881
3.152892,2.763341,0.387306
3.155022,2.763795,0.384729
3.157152,2.764248,0.382150
3.159281,2.764699,0.379570
3.161409,2.765148,0.376988
3.163537,2.765595,0.374404
3.165664,2.766041,0.371818
3.167791,2.766485,0.369231
3.169917,2.766927,0.366642
3.172042,2.767367,0.364052
3.174167,2.767805,0.361460
3.176292,2.768242,0.358866
3.178415,2.768677,0.356271
3.180539,2.769110,0.353674
3.182661,2.769541,0.351076
3.184783,2.769971,0.348475
3.186905,2.770398,0.345874
3.189026,2.770824,0.343271
3.191146,2.771248,0.340666
3.193266,2.771670,0.338060
3.195385,2.772091,0.335452
3.197504,2.772509,0.332843
3.199623,2.772926,0.330232
3.201740,2.773341,0.327620
3.203857,2.773754,0.325006
3.205974,2.774165,0.322391
3.208090,2.774574,0.319774
3.210206,2.774982,0.317156
3.212321,2.775387,0.314537
3.214435,2.775791,0.311916
3.216549,2.776193,0.309294
3.218663,2.776593,0.306670
3.220776,2.776991,0.304045
3.222888,2.777387,0.301419
3.225000,2.777781,0.298791
3.227112,2.778174,0.296162
3.229223,2.778564,0.293532
3.231333,2.778953,0.290900
3.233443,2.779340,0.288267
3.235553,2.779724,0.285632
3.237662,2.780107,0.282997
3.239771,2.780488,0.280360
3.241879,2.780867,0.277722
3.243986,2.781245,0.275082
3.246093,2.781620,0.272442
3.248200,2.781993,0.269800
3.250306,2.782365,0.267157
3.252412,2.782734,0.264512
3.254517,2.783102,0.261867
3.256622,2.783468,0.259220
3.258726,2.783831,0.256572
3.260830,2.784193,0.253923
3.262933,2.784553,0.251273
3.265036,2.784911,0.248621
3.267138,2.785267,0.245969
3.269240,2.785621,0.243315
3.271342,2.785973,0.240661
3.273443,2.786323,0.238005
3.275544,2.786671,0.235348
3.277644,2.787018,0.232690
3.279744,2.787362,0.230031
3.281843,2.787704,0.227371
3.283942,2.788044,0.224710
3.286041,2.788383,0.222048
3.288139,2.788719,0.219385
3.290237,2.789053,0.216721
3.292334,2.789386,0.214056
3.294431,2.789716,0.211389
3.296528,2.790045,0.208722
3.298624,2.790371,0.206054
3.300719,2.790696,0.203385
3.302815,2.791018,0.200715
3.304910,2.791339,0.198045
3.307004,2.791657,0.195373
3.309098,2.791974,0.192700
3.311192,2.792288,0.190027
3.313285,2.792601,0.187352
3.315378,2.792911,0.184677
3.317471,2.793220,0.182001
3.319563,2.793526,0.179324
3.321655,2.793831,0.176646
3.323746,2.794133,0.173968
3.325837,2.794434,0.171288
3.327928,2.794732,0.168608
3.330018,2.795029,0.165927
3.332108,2.795323,0.163245
3.334198,2.795615,0.160563
3.336287,2.795906,0.157879
3.338376,2.796194,0.155195
3.340465,2.796481,0.152511
3.342553,2.796765,0.149825
3.344641,2.797047,0.147139
3.346729,2.797327,0.144452
3.348816,2.797606,0.141765
3.350903,2.797882,0.139076
3.352989,2.798156,0.136387
3.355076,2.798428,0.133698
3.357162,2.798698,0.131008
3.359247,2.798966,0.128317
3.361332,2.799232,0.125626
3.363417,2.799496,0.122934
3.365502,2.799758,0.120241
3.367586,2.800018,0.117548
3.369670,2.800276,0.114854
3.371754,2.800532,0.112160
3.373838,2.800786,0.109465
3.375921,2.801037,0.106770
3.378004,2.801287,0.104074
3.380086,2.801535,0.101377
3.382168,2.801780,0.098680
3.384250,2.802024,0.095983
3.386332,2.802265,0.093285
3.388413,2.802505,0.090587
3.390495,2.802742,0.087888
3.392575,2.802977,0.085189
3.394656,2.803210,0.082489
3.396736,2.803442,0.079789
3.398816,2.803671,0.077088
3.400896,2.803898,0.074387
3.402976,2.804123,0.071686
3.405055,2.804346,0.068984
3.407134,2.804567,0.066282
3.409213,2.804786,0.063580
3.411291,2.805002,0.060877
3.413370,2.805217,0.058174
3.415448,2.805430,0.055471
3.417526,2.805640,0.052767
3.419603,2.805849,0.050063
3.421680,2.806055,0.047359
3.423757,2.806260,0.044654
3.425834,2.806462,0.041950
3.427911,2.806662,0.039245
3.429987,2.806861,0.036539
3.432064,2.807057,0.033834
3.434140,2.807251,0.031128
3.436215,2.807443,0.028422
3.438291,2.807633,0.025716
3.440366,2.807821,0.023010
3.442441,2.808007,0.020303
3.444516,2.808190,0.017597
3.446591,2.808372,0.014890
3.448666,2.808552,0.012183
3.450740,2.808729,0.009476
3.452814,2.808905,0.006769
3.454888,2.809078,0.004062
3.456962,2.809250,0.001354
3.459035,2.809419,-0.001353
3.461109,2.809586,-0.004061
3.463182,2.809751,-0.006768
3.465255,2.809914,-0.009476
3.467328,2.810076,-0.012183
3.469401,2.810235,-0.014891
3.471473,2.810391,-0.017599
3.473546,2.810546,-0.020306
3.475618,2.810699,-0.023014
3.477690,2.810850,-0.025722
3.479762,2.810999,-0.028429
3.481834,2.811145,-0.031137
3.483906,2.811290,-0.033844
3.485977,2.811432,-0.036552
3.488048,2.811573,-0.039259
3.490120,2.811711,-0.041966
3.492191,2.811848,-0.044673
3.494262,2.811982,-0.047380
3.496332,2.812114,-0.050087
3.498403,2.812244,-0.052794
3.500474,2.812373,-0.055501
3.502544,2.812499,-0.058207
3.504614,2.812623,-0.060914
3.506685,2.812745,-0.063620
3.508755,2.812865,-0.066326
3.510825,2.812983,-0.069031
3.512895,2.813099,-0.071737
3.514964,2.813212,-0.074442
3.517034,2.813324,-0.077147
3.519104,2.813434,-0.079852
3.521173,2.813542,-0.082557
3.523242,2.813647,-0.085261
3.525312,2.813751,-0.087965
3.527381,2.813852,-0.090669
3.529450,2.813952,-0.093372
3.531519,2.814049,-0.096075
3.533588,2.814145,-0.098778
3.535657,2.814238,-0.101480
3.537725,2.814330,-0.104182
3.539794,2.814419,-0.106884
3.541863,2.814507,-0.109585
3.543931,2.814592,-0.112286
3.546000,2.814675,-0.114987
3.548068,2.814757,-0.117687
3.550137,2.814836,-0.120387
3.552205,2.814913,-0.123086
3.554273,2.814988,-0.125785
3.556342,2.815062,-0.128483
3.558410,2.815133,-0.131181
3.560478,2.815202,-0.133879
3.562546,2.815269,-0.136576
3.564614,2.815334,-0.139273
3.566682,2.815397,-0.141969
3.568750,2.815459,-0.144664
3.570818,2.815518,-0.147359
3.572886,2.815575,-0.150054
3.574954,2.815630,-0.152747
3.577022,2.815683,-0.155441
3.579090,2.815735,-0.158134
3.581157,2.815784,-0.160826
3.583225,2.815831,-0.163517
3.585293,2.815876,-0.166208
3.587361,2.815919,-0.168899
3.589429,2.815961,-0.171589
3.591497,2.816000,-0.174278
3.593564,2.816037,-0.176966
3.595632,2.816073,-0.179654
3.597700,2.816106,-0.182341
3.599768,2.816137,-0.185028
3.601836,2.816167,-0.187713
3.603903,2.816194,-0.190398
3.605971,2.816220,-0.193083
3.608039,2.816243,-0.195766
3.610107,2.816265,-0.198449
3.612175,2.816284,-0.201131
3.614243,2.816302,-0.203813
3.616311,2.816318,-0.206493
3.618379,2.816331,-0.209173
3.620447,2.816343,-0.211852
3.622515,2.816353,-0.214531
3.624583,2.816361,-0.217208
3.626651,2.816367,-0.219885
3.628720,2.816371,-0.222560
3.630788,2.816373,-0.225235
3.632856,2.816373,-0.227909
3.634924,2.816372,-0.230583
3.636993,2.816368,-0.233255
3.639061,2.816363,-0.235926
3.641130,2.816355,-0.238597
3.643198,2.816346,-0.241267
3.645267,2.816334,-0.243935
3.647336,2.816321,-0.246603
3.649405,2.816306,-0.249270
3.651473,2.816289,-0.251936
3.653542,2.816270,-0.254601
3.655611,2.816249,-0.257265
3.657681,2.816227,-0.259928
3.659750,2.816202,-0.262590
3.661819,2.816176,-0.265251
3.663888,2.816147,-0.267911
3.665958,2.816117,-0.270570
3.668027,2.816085,-0.273227
3.670097,2.816051,-0.275884
3.672167,2.816016,-0.278540
3.674237,2.815978,-0.281195
3.676307,2.815938,-0.283848
3.678377,2.815897,-0.286501
3.680447,2.815854,-0.289152
3.682517,2.815809,-0.291802
3.684588,2.815762,-0.294452
3.686658,2.815713,-0.297100
3.688729,2.815662,-0.299747
3.690800,2.815610,-0.302392
3.692870,2.815556,-0.305037
3.694941,2.815500,-0.307680
3.697013,2.815442,-0.310322
3.699084,2.815382,-0.312963
3.701155,2.815321,-0.315603
3.703227,2.815257,-0.318242
3.705299,2.815192,-0.320879
3.707370,2.815125,-0.323515
3.709442,2.815056,-0.326150
3.711515,2.814986,-0.328783
3.713587,2.814914,-0.331416
3.715659,2.814840,-0.334047
3.717732,2.814764,-0.336676
3.719805,2.814686,-0.339305
3.721878,2.814607,-0.341932
3.723951,2.814525,-0.344558
3.726024,2.814443,-0.347182
3.728097,2.814358,-0.349805
3.730171,2.814271,-0.352427
3.732245,2.814183,-0.355047
3.734319,2.814093,-0.357666
3.736393,2.814001,-0.360284
3.738467,2.813908,-0.362900
3.740541,2.813813,-0.365514
3.742616,2.813716,-0.368128
3.744691,2.813617,-0.370740
3.746766,2.813517,-0.373350
3.748841,2.813415,-0.375959
3.750917,2.813311,-0.378567
3.752992,2.813206,-0.381173
3.755068,2.813099,-0.383777
3.757144,2.812990,-0.386380
3.759220,2.812879,-0.388982
3.761297,2.812767,-0.391582
3.763373,2.812653,-0.394180
3.765450,2.812538,-0.396777
3.767527,2.812420,-0.399373
3.769605,2.812301,-0.401967
3.771682,2.812181,-0.404559
3.773760,2.812059,-0.407150
3.775838,2.811935,-0.409739
3.777916,2.811809,-0.412327
3.779994,2.811682,-0.414912
3.782073,2.811553,-0.417497
3.784152,2.811423,-0.420079
3.786231,2.811291,-0.422660
3.788310,2.811157,-0.425240
3.790390,2.811022,-0.427818
3.792470,2.810885,-0.430394
3.794550,2.810746,-0.432968
3.796630,2.810606,-0.435541
3.798710,2.810464,-0.438112
3.800791,2.810321,-0.440681
3.802872,2.810176,-0.443249
3.804954,2.810030,-0.445814
3.807035,2.809882,-0.448378
3.809117,2.809732,-0.450941
3.811199,2.809581,-0.453501
3.813281,2.809428,-0.456060
3.815364,2.809274,-0.458617
3.817447,2.809118,-0.461172
3.819530,2.808961,-0.463726
3.821614,2.808802,-0.466277
3.823697,2.808642,-0.468827
3.825781,2.808480,-0.471375
3.827865,2.808316,-0.473921
3.829950,2.808151,-0.476466
3.832035,2.807985,-0.479008
3.834120,2.807817,-0.481548
3.836205,2.807647,-0.484087
3.838291,2.807476,-0.486624
3.840377,2.807304,-0.489159
3.842463,2.807130,-0.491692
3.844550,2.806955,-0.494223
3.846637,2.806778,-0.496752
3.848724,2.806600,-0.499279
3.850811,2.806420,-0.501804
3.852899,2.806239,-0.504327
3.854987,2.806056,-0.506848
3.857076,2.805872,-0.509368
3.859164,2.805686,-0.511885
3.861253,2.805499,-0.514400
3.863343,2.805311,-0.516913
3.865432,2.805121,-0.519425
3.867522,2.804930,-0.521934
3.869613,2.804738,-0.524441
